id,name,standard_price,list_price,Cost
__export__.product_template_114531_069cd69c,Ludwig Feuerbach e o fim da filosofia clássica alemã (Friederich Engels; Vinícius Mateucci de Andrade Lopes. Editora Hedra) [PHI019000],"0,00","59,00",11.8
__export__.product_template_5688_62ff6116,"Lugar de negro, lugar de branco? (Douglas Rodrigues Barros. Editora Hedra) [SOC031000]","0,00","62,00",12.4
__export__.product_template_1120_c5033250,"Lulismo, carisma pop e cultura anticrítica (Tales Sáber. Editora Hedra) [POL032000]","0,00","41,46",8.292
__export__.product_template_117170_37d13bf8,"Machismo, racismo, capitalismo identitário (Pablo Polese; João Bernardo. Editora Hedra) [SOC031000]","0,00","79,90",15.98
__export__.product_template_1123_9491c708,"Mais dia menos dia, a paixão (Nelson de Oliveira. Editora Hedra) [JUV039020]","0,00","36,00",7.2
__export__.product_template_1124_4b6f5e56,Mangá (Sonia Bide Luyten. Editora Hedra) [SOC005000],"0,00","79,00",15.8
__export__.product_template_124235_51b326d0,Manifesto comunista (Karl Marx; Friedrich Engels; Marcus Mazzari. Editora Hedra) [POL023000],"0,00","45,90",9.18
__export__.product_template_1126_b6a53b9d,Manual da destruição (Alexandre Dal Farra. Editora Hedra) [FIC037000],"0,00","69,20",13.84
__export__.product_template_1127_ed2445eb,Manual inútil da televisão (Paulo Henrique Amorim. Editora Hedra) [FIC029000],"0,00","76,36",15.272
__export__.product_template_1128_0ecfbe94,Marco Cornélio Frontão (Pascal Quignard. Editora Hedra) [LAN015000],"0,00","34,60",6.92
__export__.product_template_20906_9d051de2,Mare Nostrum (Fabio Atui. Editora Hedra) [FIC002000],"0,00","67,00",13.4
__export__.product_template_124251_77a8a58e,Memórias do subsolo (Fiódor Dostoiévski; Lucas Simone. Editora Hedra) [LCO014000],"0,00","58,90",11.78
__export__.product_template_1133_273a7108,Mensagem (Fernando Pessoa. Editora Hedra) [POE020000],"0,00","61,48",12.296
__export__.product_template_1136_6a06e662,Michel Temer e o fascismo comum (Tales Ab'Sáber. Editora Hedra) [POL057000],"0,00","69,49",13.898
__export__.product_template_1138_035dc4a3,Micromegas e outros contos (Voltaire. Editora Hedra) [FIC004000],"0,00","51,18",10.236
__export__.product_template_1142_ea3bdb2b,Modos de representação da Bienal de São Paulo (Vinicius Spricigo. Editora Hedra) [HIS054000],"0,00","42,00",8.4
__export__.product_template_113371_b1869002,"Narrativa de William Wells Brown, escravo fugitivo (William Wells Brown; Tâmis Parron; Francisco Araújo da Costa; Calvin Schermerhorn. Editora Hedra) [BIO026000]","0,00","55,19",11.038
__export__.product_template_124232_da6b2bef,Nas redes guarani (Dominique Tilkin Gallois; Valéria Macedo. Editora Hedra) [SOC062000],"0,00","110,90",22.18
__export__.product_template_124286_3046226c,Nascidos na escravidão: depoimentos norte-americanos (Livro do Estudante. Editora Hedra) [PNLD2021],"0,00","21,76",4.352
__export__.product_template_124285_349e5e89,Nascidos na escravidão: depoimentos norte-americanos (Manual do Professor. Editora Hedra) [PNLD2021],"0,00","35,69",7.138
__export__.product_template_1149_cd8e96fa,Ninfas (Giorgio Agamben. Editora Hedra) [PHI035000],"0,00","37,50",7.5
__export__.product_template_1150_14198a71,No coração das trevas (Joseph Conrad. Editora Hedra) [FIC027260],"0,00","56,91",11.382
__export__.product_template_124243_c4dc210e,No princípio era o meio (Luiz Tatit; Marcos Lacerda. Acorde) [MUS020000],"0,00","59,90",11.98
__export__.product_template_1151_56f9006d,Noites egípcias e outros contos (Aleksandr Púchikin. Editora Hedra) [FIC029000],"0,00","58,62",11.724
__export__.product_template_1153_8ab853fe,Notas sobre o anarquismo (Noam Chomsky. Editora Hedra) [POL042010],"0,00","76,00",15.2
__export__.product_template_1154_c9b90066,Noturno Europeu (Rui Nunes. Editora Circuito) [LCO008060],"0,00","50,00",10
__export__.product_template_124228_0256f63b,Não havia mais homens (Luciana Storto. Editora Hedra) [FIC059000],"0,00","65,90",13.18
__export__.product_template_1155_d37fe326,Número de circo (Laura Estelita Teixeira. Editora Hedra) [JUV031010],"0,00","36,00",7.2
__export__.product_template_1157_9d5c7d79,O Alienista (Machado de Assis. Editora Hedra) [FIC004000],"0,00","48,70",9.74
__export__.product_template_114159_4dae20df,O Ateneu (Raul Pompeia; Caio Gagliardi; Ieda Lebensztayn. Editora Hedra) [FIC004000],"0,00","119,90",23.98
__export__.product_template_1159_84c6903d,O Casamento do Céu e do Inferno (William Blake. Editora Hedra) [POE005020],"0,00","39,00",7.8
__export__.product_template_1161_3f213bd9,O Cavalo de Ébano (Richard Burton. Editora Hedra) [FIC010000],"0,00","44,00",8.8
__export__.product_template_113724_531ad2ba,O Chamado de Cthulhu (H. P. Lovecraft. Editora Hedra) [FIC015000],"0,00","60,91",12.182
__export__.product_template_1164_0d7c1f7b,O Chamado selvagem (Jack London. Editora Hedra) [JUV007000],"0,00","49,47",9.894
__export__.product_template_1166_aec63205,O Cortiço (Aluísio Azevedo. Editora Hedra) [FIC004000],"0,00","114,68",22.936
__export__.product_template_1167_79d84477,O Corvo (Claudio Weber Abramo. Editora Hedra) [LIT004020],"0,00","84,35",16.87
__export__.product_template_1174_4f755527,O Estranho caso do Dr. Jekyll e Mr. Hyde (Robert Louis Stevenson. Editora Hedra) [FIC031080],"0,00","65,48",13.096
__export__.product_template_1180_c970a086,"O Indivíduo, a sociedade e o Estado e outros ensaios (Emma Goldman. Editora Hedra) [POL042010]","0,00","49,00",9.8
__export__.product_template_1181_91978328,O Ladrão honesto e outros contos (Fiódor Dostoiévski. Editora Hedra) [FIC004000],"0,00","62,63",12.526
__export__.product_template_1183_af752615,O Livro dos dragões (Ovídio. Editora Hedra) [FIC009040],"0,00","49,47",9.894
__export__.product_template_1186_0f1a28f5,O Mundo ou tratado da luz (René Descartes. Editora Hedra) [PHI032000],"0,00","55,19",11.038
__export__.product_template_1187_565aee40,O Médico e o monstro (Robert Louis Stevenson. Editora Hedra) [FIC031080],"0,00","47,75",9.55
__export__.product_template_1192_280302cf,O Primeiro Hamlet (William Shakespeare. Editora Hedra) [DRA010000],"0,00","68,34",13.668
__export__.product_template_1193_3cb7bac5,O Princípio anarquista e outros ensaios (Piotr Alekseievitch Kropotkin. Editora Hedra) [POL042010],"0,00","54,00",10.8
__export__.product_template_1194_04c4f592,O Princípio do Estado e outros ensaios (Mikhail Bakunin. Editora Hedra) [POL042010],"0,00","49,00",9.8
__export__.product_template_1196_a2fa4527,O Quarto poder (Paulo Henrique Amorim. Editora Hedra) [LAN008000],"0,00","179,00",35.8
__export__.product_template_124223_cf86db14,O Rabi de Bacherach (Heinrich Heine; Marcus Mazzari. Ayllon) [FIC046000],"0,00","45,90",9.18
__export__.product_template_1199_0e3f7954,O Rabi de Bacherach e três artigos sobre o ódio racial (Heinrich Heine. Editora Hedra) [FIC014000],"0,00","30,00",6
__export__.product_template_1200_16be545d,O Retrato de Dorian Gray (Oscar Wilde; João do Rio. Editora Hedra) [FIC004000],"0,00","106,67",21.334
__export__.product_template_812412_9fd130dd,O caminho das letras (Lucas-K. Ayllon Editora) [SMEDBH2023] (cópia),"0,00","44,00",8.8
__export__.product_template_114155_c75ef941,O desafio da hospitalidade (Márcia Noronha Santos Ferran. Editora Circuito) [SOC002010],"0,00","55,00",11
__export__.product_template_9665_a3b36ecc,O desafio de Lula (Mino Carta; Gianni Carta. Editora Hedra) [POL057000],"0,00","37,46",7.492
__export__.product_template_114041_a056d4a0,O desertor (Manuel Inácio da Silva Alvarenga; Ricardo Martins Valle; Clara Carolina Sousa Santos; Ieda Lebensztayn. Editora Hedra) [POE000000],"0,00","63,56",12.712
__export__.product_template_112390_a80a7b38,"O fantasma de um nome (poesia, imaginário, vida) (Jorge Monteleone. Editora Circuito) [LIT004100]","0,00","30,00",6
__export__.product_template_113723_04b3ee47,O homem sem qualidades à espera de Godot (Robson de Oliveira. Editora Hedra) [SOC026000],"0,00","149,00",29.8
__export__.product_template_122183_bbfddf95,O homem sem relógio (Carlos Henrique Costa. Editora Circuito) [POE000000],"0,00","39,90",7.98
__export__.product_template_1190_1a4a34f0,O outro lado da moeda (Teleny) (Oscar Wilde. Editora Hedra) [FIC068000],"0,00","86,08",17.216
__export__.product_template_1156_029e6f48,"O que eu vi, o que nós veremos [bolso] (Santos Dumont. Editora Hedra) [BIO006000]","0,00","44,90",8.98
__export__.product_template_122182_c985e381,"O que exatamente vocês fazem, quando fazem ou esperam fazer curadoria? (Yuri Firmeza; Pablo Lobato. Editora Circuito) [ART016020]","0,00","50,90",10.18
__export__.product_template_124225_48cfed8f,O surgimento da noite (Pajés Parahiteri; Anne Ballester. Editora Hedra) [FIC059000],"0,00","52,00",10.4
__export__.product_template_124296_c67df5ef,O surgimento da noite: mitologias yanomami,"0,00","15,14",3.028
__export__.product_template_124295_4cbc93b4,O surgimento da noite: mitologias yanomami,"0,00","7,81",1.562
__export__.product_template_124226_f6f76956,O surgimento dos pássaros (Pajés Parahiteri; Anne Ballester. Editora Hedra) [FIC059000],"0,00","65,90",13.18
__export__.product_template_1208_f75bab0f,Ode ao Vento Oeste e outros poemas (P. B. Shelley. Editora Hedra) [POE005020],"0,00","66,63",13.326
__export__.product_template_1209_89537953,Ode sobre a melancolia e outros poemas (John Keats. Editora Hedra) [POE005020],"0,00","59,00",11.8
__export__.product_template_113727_4616ff63,Oração aos moços (Rui Barbosa; Pedro Luso; Ieda Lebensztayn. Editora Hedra) [BIO020000],"0,00","48,12",9.624
__export__.product_template_122187_57331ab8,Os Aruaques (Max Schmidt; Erik Petschelies; Peter Schröder. Editora Hedra) [SOC002010],"0,00","69,90",13.98
__export__.product_template_124231_f41bb699,Os cantos do homem-sombra (Patience Epps; Danilo Paiva Ramos; Anita Ekman. Editora Hedra) [FIC059000],"0,00","35,90",7.18
__export__.product_template_124227_2af26f3d,Os comedores de terra (Pajés Parahiteri; Anne Ballester. Editora Hedra) [FIC059000],"0,00","52,00",10.4
__export__.product_template_85386_8785e7a6,Peso Morto (João Felipe Gremski. Editora Circuito) [POE012000],"0,00","30,00",6
__export__.product_template_129064_785a4105,Poesia em letras de música popular brasileira (José Roberto de Almeida Pinto. Editora Circuito) [MUS000000],"0,00","120,00",24
__export__.product_template_117511_8230725f,Quartos alugados (Alexandre Andrade. Editora Circuito) [FIC029000],"0,00","65,48",13.096
__export__.product_template_112391_14da9e54,Quem apaga a luz sou eu (Magda Romano. Editora Circuito) [FIC056000],"0,00","50,00",10
__export__.product_template_124236_0570609d,Rashômon (Ryûnosuke Akutagawa; Madalena Hashimoto; Junko Ota. Editora Hedra) [FIC019000],"0,00","74,90",14.98
__export__.product_template_112388_e1c4c09a,Romance de asilo (André Monteiro. Editora Circuito) [FIC056000],"0,00","40,00",8
__export__.product_template_124404_91465b09,Ruminações (Felipe Ribeiro. Editora Circuito) [ART060000],"0,00","88,00",17.6
__export__.product_template_122209_6698a317,"Sobre anarquismo, sexo e casamento (Emma Goldman; Mariana Lins. Editora Hedra) [SOC010000]","0,00","89,00",17.8
__export__.product_template_113726_60df8d5c,Teatro do êxtase (Fernando Pessoa; Caio Gagliardi; Ieda Lebensztayn. Editora Hedra) [POE020000],"0,00","59,90",11.98
__export__.product_template_124237_7a64f2db,Teogonia (Hesíodo; Christian Werner. Editora Hedra) [POE008000],"0,00","48,90",9.78
__export__.product_template_110519_37ddaa96,Todos os lugares (Alex Cerveny; Renato Rezende; Rodrigo Petrônio. Editora Circuito) [ART025000],"0,00","80,00",16
__export__.product_template_124238_7541c424,Trabalhos e dias (Hesíodo; Christian Werner. Editora Hedra) [POE008000],"0,00","43,90",8.78
__export__.product_template_114157_d794b3a0,Tratado descritivo do Brasil em 1587 (Gabriel Soares de Sousa; Fernanda Trindade Luciani; Ieda Lebensztayn. Editora Hedra) [HIS033000],"0,00","177,39",35.478
__export__.product_template_114341_daeb0a9b,Trauma (Renato Rezende; Juliana de Moraes Monteiro. Editora Circuito) [ART037000],"0,00","117,20",23.44
__export__.product_template_124405_142933b9,Trincheiras da crítica literária (Rachel Bertol. Editora Circuito) [LIT000000],"0,00","57,00",11.4
__export__.product_template_124294_86bf5654,Um suplício moderno e outros contos (Livro do Estudante. Editora Circuito) [PNLD2021],"0,00","33,32",6.664
__export__.product_template_124293_2c9a2193,Um suplício moderno e outros contos (Manual do Professor. Editora Circuito) [PNLD2021],"0,00","55,52",11.104
__export__.product_template_883_d1101cd1,"Viagem à turquia, bálcãs e Egito (John Milton. Editora Hedra) [SOC002010]","0,00","78,64",15.728
__export__.product_template_118450_db44cf23,Vilna (Laimonas Briedis; Fernando Klabin trad. Ayllon) [HIS054000] ,"0,00","99,00",19.8
__export__.product_template_124305_c20247b4,Vitrines de moda e a alteridade da intervenção (Manan Terra Cabo. Editora Circuito) [ART037000],"0,00","96,90",19.38
__export__.product_template_124275_7b83f5c5,Walter Benjamin: messianismo e revolução (Maria João Cantinho. Editora Circuito) [PHI046000],"0,00","79,90",15.98
__export__.product_template_114532_14645de1,Yitzhak Rabin (Itamar Rabinovich; Samuel Feldberg; Debora Fleck. Ayllon) [BIO010000],"0,00","109,32",21.864
__export__.product_template_1305_4867cc84,Éter,"0,00","50,00",10
__export__.product_template_1306_b117aaa2,Índia e Extremo Oriente: via da libertação e da imortalidade (Massimo Raveri. Editora Hedra) [REL033000],"0,00","50,00",10
__export__.product_template_1307_b22533bb,Índice das coisas mais notáveis (Antônio Vieira; Alcir Pécora. Editora Hedra) [REF004000],"0,00","128,41",25.682
__export__.product_template_1308_d2875ed3,Último reino (Pascal Quignard. Editora Hedra) [POE017000],"0,00","34,60",6.92
__export__.product_template_124176_02002232,A Alteração dos mundos (David Lapoujade; Hortencia Lencastre. N-1 Edições) [PHI000000],"0,00","85,00",17
__export__.product_template_120619_944ed827,A Experiência Zapatista (Jerôme Baschet. N-1 Edições) [PSY000000],"0,00","100,00",20
__export__.product_template_812667_81714cd1,A Gioconda está nas escadas: a condição prosaica (Jean Galard. N-1 Edições) [ART000000],"0,00","65,00",13
__export__.product_template_108215_bccc7e29,"A contracultura, entre a curtição e o experimental (Celso Favaretto; Waldomiro Mugrelise. N-1 Edições) [PHI034000]","0,00","50,00",10
__export__.product_template_117175_e6ac39be,A cosmopolítica dos animais (Juliana Fausto. N-1 Edições) [ART037000],"0,00","80,00",16
__export__.product_template_124284_a064abcf,A estrutura psicológica do fascismo (Georges Bataille; João Gomes da Silva Filho. N-1 Edições) [PHI000000],"0,00","69,00",13.8
__export__.product_template_124187_767b4713,A feliz e violenta vida de Maribel Ziga (Itziar Ziga. N-1 Edições) [SOC010000],"0,00","54,00",10.8
__export__.product_template_4434_c012a37d,A gênese de um corpo desconhecido (N-1 edições),"0,00","55,00",11
__export__.product_template_4436_414749f1,A missão (Heiner Müller; Christine Röhrig; Laymert Garcia dos Santos; Wolfgang Storch. N-1 Edições) [ART000000],"0,00","44,00",8.8
__export__.product_template_124388_8980504c,A nota fervorosa (Ana Kiffer. N-1 Edições) [DRA000000],"0,00","38,00",7.6
__export__.product_template_124197_4e3876d2,A palavra falsa (Armand Robin; Stella Senra. N-1 Edições) [SOC010000],"19,60","98,00",19.6
__export__.product_template_4464_2ff2bd0a,A pequena prisão (Igor Mendes. N-1 Edições) [POL000000],"0,00","63,50",12.7
__export__.product_template_122193_91e6c141,A potência das fendas (Flo Menezes; Vladimir Safatle. N-1 Edições) [PHI000000],"0,00","64,00",12.8
__export__.product_template_122211_0c7e8d0e,A psicanálise em elipse decolonial (Andréa Máris Campos Guerra; Rodrigo Goes e Lima. N-1 Edições) [PHI000000],"0,00","95,00",19
__export__.product_template_122200_20ddd80b,A teoria da bolsa de ficção (Ursula K. Le Guin; Luciana Chieregati; Vivian Chieregati Costa. N-1 Edições) [PHI000000],"0,00","55,00",11
__export__.product_template_124362_055409c3,A vida da literatura (Flora Süssekind; Guilherme Foscolo. N-1 Edições) [MUS054000],"0,00","68,00",13.6
__export__.product_template_4435_79ebf5c2,A íntima utopia (Jean-Claude Polack; Danielle Sivadon; Hortencia Santos Lencastre; Andrew Goffey. N-1 Edições) [PSY000000],"0,00","69,00",13.8
__export__.product_template_117231_e97e2653,ABEBE - CAIXA PRETAS (abigail Campos Leal; Anne Caroline Quiangala; Yuderkys Espinosa Miñoso; Linn da Quebrada; Jaqueline Gomes de Jesus; Cidinha da Silva; tatiana nascimento; Pedra Homen. N-1 Edições) [SOC000000],"0,00","80,00",16
__export__.product_template_4437_67e509fc,"ALGO INFIEL (Flores, Guilherme Gontijo; Gonçalves, Rodrigo Tadeu. N-1 Edições)","0,00","50,00",10
__export__.product_template_129058_b616b2f7,Acompanhamento terapêutico (Mauricio Porto. N-1 Edições) [MED011000],"0,00","87,00",17.4
__export__.product_template_108441_be38014e,Afrotopia (Felwine Sarr. N-1 Edições) [SOC008000],"0,00","80,00",16
__export__.product_template_4483_4cd5384c,Agamben (Oswaldo Giacoia Jr.. N-1 Edições) [PHI000000],"0,00","76,00",15.2
__export__.product_template_812666_1b45a74a,Ainda a arte contemporânea (Celso F. Favaretto. N-1 Edições) [ART000000],"0,00","115,00",23
__export__.product_template_4438_06b01a8c,Amazônia transcultural (Laymert Garcia dos Santos. N-1 Edições) [ART000000],"0,00","55,00",11
__export__.product_template_122172_86aefb57,Antropofagia Zumbi (Rolnik Suely. N-1 Edições) [PHI000000],"0,00","60,00",12
__export__.product_template_4439_b5997e22,Aos nossos amigos (Comitê Invisível. N-1 Edições) [POL000000],"0,00","44,00",8.8
__export__.product_template_63722_36d9d3b0,Arqueofeminismo (Maxime Rovere. N-1 Edições) [PHI000000],"0,00","71,50",14.3
__export__.product_template_124257_d63c5a58,Artaud - Pensamento e corpo (Kuniichi Uno; Christine Greiner; Ernesto Filho. N-1 Edições) [ART055000],"0,00","94,00",18.8
__export__.product_template_124389_bf4da6c4,"Artaud, o momo (Antonin Artaud. N-1 Edições) [DRA000000]","0,00","59,00",11.8
__export__.product_template_4465_70936f10,As existências mínimas (David Lapoujade; Hortencia Lencastre. N-1 Edições) [PHI000000],"0,00","64,00",12.8
__export__.product_template_108444_0507a814,As máquinas celibatárias (Michel Carrouges; Eduardo Jorge de Oliveira. Relicário) [LIT004130],"0,00","65,00",13
__export__.product_template_117237_805ee46d,Bash Back (Bash Back. N-1 Edições) [SOC000000],"0,00","40,00",8
__export__.product_template_4470_04e1c2e8,"Brazuca, negão e sebento (Jean-Christophe Goddard; Eduardo Viveiros de Castro. N-1 Edições) [PHI000000]","0,00","68,00",13.6
__export__.product_template_124399_0802f72a,Brutalismo (Achille Mbembe. N-1 Edições) [PHI000000],"0,00","98,00",19.6
__export__.product_template_122144_1acffef9,Brutalismo (Achille Mbembe. N-1 Edições) [PHI000000],"0,00","95,00",19
__export__.product_template_122100_c6e13de3,CAIXA FORA (Georges Didi-Huberman; Jean Tible; Débora Inêz Brandão; Danich Hausen Mizoguchi; Ivana Bentes; Filipe Ferreira; Durval Muniz de Albuquerque Júnior; Ana Kiffer; Agnes Horvath; Arpad Szakolczai; Alana Moraes; Antonio Martinelli; Tiqqun; Raquel Rolnik; Guilherme Wisnik. N-1 Edições) [SOC000000],"0,00","85,00",17
__export__.product_template_811592_85792588,Caixa de Dramaturgias Indígenas (Org. Trudruá Dorrico e Luna Rosa Recaldes.Outra Margem N-1 Edições) [DRA020000],"0,00","85,00",17
__export__.product_template_811577_3f09a7e2,Cartas do latão (Jorge Augusto Xavier de Almeida. N-1 Edições) [SOC050000],"0,00","69,00",13.8
__export__.product_template_4477_7df8397e,Cartas e outros textos (Gilles Deleuze; David Lapoujade. N-1 Edições) [PHI000000],"0,00","79,00",15.8
__export__.product_template_812809_b5349e15,Cartilha de Mezinhagem (Raimunda Gomes da Silva. N-1 Edições) [CKB000000],"0,00","100,00",20
__export__.product_template_122399_70c81ec4,Ch’ixinakax utxiwa: uma reflexão sobre práticas e discursos descolonizadores (Silvia Cuscanqui; Ana Luiza Braga; Lior Zisman Zalis. N-1 Edições) [PHI000000],"0,00","68,00",13.6
__export__.product_template_1335_1d391e8e,Ciclovia (Ulisses Garcez. Editora Hedra) [YAF010000],"0,00","23,00",4.6
__export__.product_template_63729_32f0bcd5,Cinco dias em março (Toshiki Okada; Lica Hashimoto. N-1 Edições) [ART000000],"0,00","35,00",7
__export__.product_template_812658_760426a8,Coletivo Intervenção: por uma psicanálise clinico-política,"0,00","15,00",3
__export__.product_template_129096_a66abd20,Coletivo Margem Psicanálise (. N-1 Edições) [FIC025000],"0,00","15,00",3
__export__.product_template_126915_0fbba72c,Composto Escola (Antônio Bispo dos Santos; Cacá Fonseca; élbio de Brito Silva; Givânia Maria da Silva; Glicéria Tupinambá; Joelson Ferreira; Laura Castro; Quilombo indígena Tiririca dos Crioulos; Yuri Firmeza. N-1 Edições) [EDU009000],"0,00","60,00",12
__export__.product_template_124202_6e906322,Contos de uma mulher liberta (Natália Domingos. N-1 Edições) [BIO000000],"0,00","23,00",4.6
__export__.product_template_120621_290ba1da,Contra a Hidra Capitalista (Subcomandante Marcos Galeano. N-1 Edições) [PSY000000],"0,00","74,00",14.8
__export__.product_template_63768_bd8b3fe0,Contribuição para a guerra em curso (Tiqqun; Vinícius Nicastro Honesko; Giorgio Agamben. N-1 Edições) [POL000000],"0,00","63,50",12.7
__export__.product_template_124394_bafc8b23,Cordeis (n-1 edições),"0,00","5,00",1
__export__.product_template_1712_0936aafd,Cordel - Rouxinol do Rinaré (Rouxinol do Rinaré. Editora Hedra) [POE012000],"0,00","33,00",6.6
__export__.product_template_1783_8f3a8278,Cordel : Minelvino Francisco Silva (Minelvino Francisco Silva. Editora Hedra) [POE012000],"0,00","58,00",11.6
__export__.product_template_1760_b507b17f,Cordel : Neco Martins (Neco Martins. Editora Hedra) [POE012000],"0,00","60,34",12.068
__export__.product_template_1834_817d9408,Cordel : Paulo Nunes Batista (Paulo Nunes Batista. Editora Hedra) [POE012000],"0,00","39,00",7.8
__export__.product_template_1623_a9a2737f,Cordel: Cuíca de Santo Amaro (Cuíca de Santo Amaro. Editora Hedra) [POE012000],"0,00","40,00",8
__export__.product_template_1845_6dffa3ff,Cordel: Zé Vicente (Zé Vicente. Editora Hedra) [POE012000],"0,00","52,90",10.58
__export__.product_template_812433_a2c2b792,Corpos crip (Christine Greiner; Ana Godoy; Fernanda Mello. N-1 Edições) [SOC002010],"0,00","48,00",9.6
__export__.product_template_109850_40253781,Corpos que importam (Judith Butler. N-1 Edições) [SOC032000],"0,00","113,00",22.6
__export__.product_template_129074_8fd4ae4a,Corpos que importam (Judith Butler. N-1 Edições) [SOC032000],"0,00","170,00",34
__export__.product_template_108026_c161529d,Crítica da razão negra (Achille Mbembe. N-1 Edições) [POL000000],"0,00","98,00",19.6
__export__.product_template_124402_9d049f7f,Crítica da razão negra (Achille Mbembe. N-1 Edições) [POL000000],"0,00","98,00",19.6
__export__.product_template_1592_b8ee081e,Crônicas do crack (Luis Marra. Editora Hedra) [FIC027020],"0,00","76,36",15.272
__export__.product_template_1646_b25e9e7c,Cântico dos Cânticos (Salomão. Editora Hedra) [REL006210],"0,00","39,00",7.8
__export__.product_template_952_ec5e5d1c,Da arte de construir (Leon Battista Alberti. Editora Hedra) [ARC012000],"0,00","178,50",35.7
__export__.product_template_956_538a60a0,Dao De Jing (Lao Zi. Editora Hedra) [PHI023000],"0,00","91,80",18.36
__export__.product_template_112139_6d711455,Declaração (Antonio Negri; Michael Hardt. N-1 Edições) [POL000000],"0,00","42,00",8.4
__export__.product_template_63734_5530738e,"Deleuze, os movimentos aberrantes (David Lapoujade; Laymert Garcia dos Santos. N-1 Edições) [PHI000000]","0,00","69,00",13.8
__export__.product_template_118279_e79655d2,Des-Habitat (Paulo Tavares. N-1 Edições) [ARC000000],"0,00","70,00",14
__export__.product_template_122102_b30763c0,Desejos ingovernáveis: Rimbaud e a Comuna de Paris + Uma estáção no Inferno (Larissa Drigo Agostinho; Arthur Rimbaud. N-1 Edições) [SOC000000],"0,00","72,00",14.4
__export__.product_template_121488_0dbd1017,Devir cachorra (Itziar Ziga. N-1 Edições) [SOC010000],"0,00","54,00",10.8
__export__.product_template_4445_694b92ff,Devires totêmicos (Barbara Glowczewski; Jamille Pinheiro; Abrahão de Oliveira Santos. N-1 Edições) [POL000000],"0,00","57,00",11.4
__export__.product_template_963_582e73a5,Dicionário de História e Cultura da era Viking (Johnni Langer. Editora Hedra) [HIS044000],"0,00","199,00",39.8
__export__.product_template_964_66358b7f,Dicionário de mitologia nórdica (Johnni Langer. Editora Hedra) [HIS044000],"0,00","159,00",31.8
__export__.product_template_117613_e8900055,Diferentes modos de existência (Étienne Soriau; Walter Romero Menon Júnior. N-1 Edições) [PHI000000],"0,00","75,00",15
__export__.product_template_129061_1ef2b511,Direito de sequência esquizoanalítica (Guillaume Sibertin-Blanc; Takashi Wakamatsu; Fernanda Pereira. N-1 Edições) [PSY000000],"0,00","140,00",28
__export__.product_template_971_f7403bfa,Diário de um escritor (1873) (Fiódor Dostoiévski. Editora Hedra) [LCO015000],"0,00","99,00",19.8
__export__.product_template_1424_8071a1e1,Don Juan ou O convidado de pedra (Molière. Editora Hedra) [DRA004010],"0,00","46,90",9.38
__export__.product_template_1633_81bad5f6,Dos novos sistemas na arte (Kazimir Malievitch. Editora Hedra) [ART015100],"0,00","32,00",6.4
__export__.product_template_812434_6f1f5963,E se eu fosse puta (Amara Moira. N-1 Edições) [SOC032000],"0,00","80,00",16
__export__.product_template_1665_8cc2ade7,Elixir do pajé (Bernardo Guimarães. Editora Hedra) [POE012000],"0,00","59,00",11.8
__export__.product_template_122115_2ae34118,Em que ponto estamos? (Agamben Giorgio. N-1 Edições) [PHI000000],"0,00","72,00",14.4
__export__.product_template_1526_92534535,Emília Galotti (Gotthold Ephraim Lessing. Editora Hedra) [DRA004020],"0,00","59,20",11.84
__export__.product_template_63737_0c1ca010,Ensaios do assombro (Peter Pál Pelbart. N-1 Edições) [PHI000000],"0,00","81,00",16.2
__export__.product_template_1050_575e3b93,Escritos sobre literatura (Sigmund Freud. Editora Hedra) [LIT004130],"0,00","54,00",10.8
__export__.product_template_63738_746a019c,Esferas da insurreição (Suely Rolnik; Paul B. Preciado. N-1 Edições) [PHI000000],"0,00","79,00",15.8
__export__.product_template_129098_0db24891,Esparsas: Viagem aos papéis do Gueto de Varsóvia (Georges Didi-Huberman. N-1 Edições) [SOC049000],"0,00","85,00",17
__export__.product_template_113351_94089006,Espaço Coruja (Pâmela Passos; Amanda Mendonça. N-1 Edições) [EDU021000],"0,00","20,00",4
__export__.product_template_1785_94ca4740,Esquimó (Olivier Douzou. Editora Hedra) [JUV039060],"0,00","48,00",9.6
__export__.product_template_51690_6c6687c6,Estação Psicanálise (. N-1 Edições) [FIC025000],"0,00","15,00",3
__export__.product_template_1798_410458c2,Explosão (Hubert Fichte; Marcelo Backes. Editora Hedra) [FIC041000],"0,00","199,00",39.8
__export__.product_template_4447_8d456d63,Fabulações do corpo japonês (Christine Greiner. N-1 Edições) [ART000000],"0,00","64,00",12.8
__export__.product_template_5058_0ae72b91,Fala trans (. N-1 Edições) [FIC025000],"0,00","15,00",3
__export__.product_template_110182_ce0c8348,Fascismo ou revolução? (Maurizio Lazzarato; Takashi Wakamatsu; Fernando Scheibe. N-1 Edições) [POL042000],"0,00","80,00",16
__export__.product_template_1762_f64589f3,Fedro (Platão. Editora Hedra) [PHI002000],"0,00","69,00",13.8
__export__.product_template_113990_116fa71a,Fernando Pessoa ou a Metafísica das Sensações (José Gil. N-1 Edições) [LIT004280],"0,00","76,00",15.2
__export__.product_template_50204_2511b7e4,Ficar com o problema: fazer parentes no chthluceno (Donna J. Haraway; Ana Luiza Braga; Graziela Marcolin. N-1 Edições) [PHI000000],"0,00","115,00",23
